config	name	base	base_name	presets	preset_id	preset_items	preset_encyclopedia	preset_parent_is_root	n_required	required	includedParts
ARMOR/KORUND/EMR/KORUND_EMR_ARMOR.jsonc	NPP KlASS Korund-VM body armor (EMR)	5f5f41476bdad616ad46d631	NPP KlASS Korund-VM body armor (Black)	1	65766278526e320fbe0357d4	12	5f5f41476bdad616ad46d631	True	7	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right|Collar|Groin|Groin_back	0
ARMOR/KORUND/KKO/KORUND_KKO_ARMOR.jsonc	NPP KlASS Korund-VM body armor (KKO)	5f5f41476bdad616ad46d631	NPP KlASS Korund-VM body armor (Black)	1	65766278526e320fbe0357d4	12	5f5f41476bdad616ad46d631	True	7	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right|Collar|Groin|Groin_back	0
ARMOR/KORUND/TTSKO5/KORUND_TTSKO5_ARMOR.jsonc	NPP KlASS Korund-VM body armor (TTsKO Forest)	5f5f41476bdad616ad46d631	NPP KlASS Korund-VM body armor (Black)	1	65766278526e320fbe0357d4	12	5f5f41476bdad616ad46d631	True	7	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right|Collar|Groin|Groin_back	0
ARMOR/SLICK/CADPAT/SLICK_CADPAT_ARMOR.jsonc	LBT-6094A Slick Plate Carrier (CADPAT TW)	5e4abb5086f77406975c9342	LBT-6094A Slick Plate Carrier (Black)	1	657666ca303700411c0242c6	5	5e4abb5086f77406975c9342	True	2	Soft_armor_front|Soft_armor_back	0
ARMOR/SLICK/ERDL/SLICK_ERDL_ARMOR.jsonc	LBT-6094A Slick Plate Carrier (ERDL Model E)	5e4abb5086f77406975c9342	LBT-6094A Slick Plate Carrier (Black)	1	657666ca303700411c0242c6	5	5e4abb5086f77406975c9342	True	2	Soft_armor_front|Soft_armor_back	0
ARMOR/SLICK/GREENZONE/SLICK_GREENZONE_ARMOR.jsonc	LBT-6094A Slick Plate Carrier (PenCott GreenZone)	5e4abb5086f77406975c9342	LBT-6094A Slick Plate Carrier (Black)	1	657666ca303700411c0242c6	5	5e4abb5086f77406975c9342	True	2	Soft_armor_front|Soft_armor_back	0
ARMOR/SLICK/LEAFS/SLICK_LEAFS_ARMOR.jsonc	LBT-6094A Slick Plate Carrier (COD:MWR "Poison")	5e4abb5086f77406975c9342	LBT-6094A Slick Plate Carrier (Black)	1	657666ca303700411c0242c6	5	5e4abb5086f77406975c9342	True	2	Soft_armor_front|Soft_armor_back	0
ARMOR/SLICK/LUXEMBOURG/SLICK_LUXEMBOURG_ARMOR.jsonc	LBT-6094A Slick Plate Carrier (Luxembourgish Waldtarndruck)	5e4abb5086f77406975c9342	LBT-6094A Slick Plate Carrier (Black)	1	657666ca303700411c0242c6	5	5e4abb5086f77406975c9342	True	2	Soft_armor_front|Soft_armor_back	0
ARMOR/THORINTEGRATED/BLACK/ARMOR_THORINT_BLACK.jsonc	NFM THOR Integrated Carrier body armor (Black)	60a283193cb70855c43a381d	NFM THOR Integrated Carrier body armor	1	65766b46303700411c0242f8	13	60a283193cb70855c43a381d	True	8	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right|Collar|Shoulder_l|Shoulder_r|Groin	0
ARMOR/TROOPER/BLACK/TROOPER_BLACK_ARMOR.jsonc	HighCom Trooper TFO body armor (Black)	5c0e655586f774045612eeb2	HighCom Trooper TFO body armor (MultiCam)	1	657127b7f1074598bf0c02f2	5	5c0e655586f774045612eeb2	True	2	Soft_armor_front|Soft_armor_back	4
ARMOR/TROOPER/FLECKTARN/TROOPER_FLECKTARN_ARMOR.jsonc	HighCom Trooper TFO body armor (Flecktarn)	5c0e655586f774045612eeb2	HighCom Trooper TFO body armor (MultiCam)	1	657127b7f1074598bf0c02f2	5	5c0e655586f774045612eeb2	True	2	Soft_armor_front|Soft_armor_back	4
ARMOR/TROOPER/FUCKTARN/TROOPER_FUCKTARN_ARMOR.jsonc	HighCom Trooper TFO body armor (Fucktarn)	5c0e655586f774045612eeb2	HighCom Trooper TFO body armor (MultiCam)	1	657127b7f1074598bf0c02f2	5	5c0e655586f774045612eeb2	True	2	Soft_armor_front|Soft_armor_back	4
ARMOR/UNTAR/3COLOURDESERT/FLAKJACKET_3COLOURDESERT_VEST.jsonc	Light Military Flak Vest (Three Colour Desert)	5ab8e4ed86f7742d8e50c7fa	MF-UNTAR body armor	1	657121c5f1074598bf0c02c8	5	5ab8e4ed86f7742d8e50c7fa	True	4	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right	0
ARMOR/UNTAR/6COLOURDESERT/FLAKJACKET_CHOCOLATE_ARMOR.jsonc	Light Military Flak Vest (Six Colour Desert)	5ab8e4ed86f7742d8e50c7fa	MF-UNTAR body armor	1	657121c5f1074598bf0c02c8	5	5ab8e4ed86f7742d8e50c7fa	True	4	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right	0
ARMOR/UNTAR/BLACK/FLAKJACKET_BLACK_ARMOR.jsonc	Light Military Flak Vest (Black)	5ab8e4ed86f7742d8e50c7fa	MF-UNTAR body armor	1	657121c5f1074598bf0c02c8	5	5ab8e4ed86f7742d8e50c7fa	True	4	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right	0
ARMOR/UNTAR/CONTRACTOR/FLAKJACKET_CONTRACTOR_ARMOR.jsonc	Light Military Flak Vest (Coyote)	5ab8e4ed86f7742d8e50c7fa	MF-UNTAR body armor	1	657121c5f1074598bf0c02c8	5	5ab8e4ed86f7742d8e50c7fa	True	4	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right	0
ARMOR/UNTAR/LUXEMBOURG/FLAKJACKET_LUXEMBOURG_ARMOR.jsonc	Light Military Flak Vest (Waldtarndruck)	5ab8e4ed86f7742d8e50c7fa	MF-UNTAR body armor	1	657121c5f1074598bf0c02c8	5	5ab8e4ed86f7742d8e50c7fa	True	4	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right	0
ARMOR/UNTAR/M81/FLAKJACKET_M81_ARMOR.jsonc	Light Military Flak Vest (M81 Woodland)	5ab8e4ed86f7742d8e50c7fa	MF-UNTAR body armor	1	657121c5f1074598bf0c02c8	5	5ab8e4ed86f7742d8e50c7fa	True	4	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right	0
ARMOR/UNTAR/OLIVEDRAB/FLAKJACKET_OLIVEDRAB_ARMOR.jsonc	Light Military Flak Vest (Olive Drab)	5ab8e4ed86f7742d8e50c7fa	MF-UNTAR body armor	1	657121c5f1074598bf0c02c8	5	5ab8e4ed86f7742d8e50c7fa	True	4	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right	0
ARMOR/ZHUK6A/BLACK/ZHUK6A_BLACK_ARMOR.jsonc	BNTI Zhuk-6a body armor (Black)	5c0e625a86f7742d77340f62	BNTI Zhuk body armor (EMR)	1	65766a7b86f11bca4106d3c3	10	5c0e625a86f7742d77340f62	True	5	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right|Collar	9
HELM/6B47COVERED/CHZECHMLOK/HELMET_6B47_CZECHMLOK.jsonc	6B47 Ratnik-BSh helmet (Czech Mlok cover)	5aa7cfc0e5b5b00015693143	6B47 Ratnik-BSh helmet (EMR cover)	1	657bc6ceaab96fccee08beb2	4	5aa7cfc0e5b5b00015693143	True	3	Helmet_top|Helmet_back|Helmet_ears	0
HELM/6B47COVERED/KLMK/HELM_6B47_COVERED_KLMK.jsonc	6B47 Ratnik-BSh helmet (Solnechnye Zaychiki cover)	5aa7cfc0e5b5b00015693143	6B47 Ratnik-BSh helmet (EMR cover)	1	657bc6ceaab96fccee08beb2	4	5aa7cfc0e5b5b00015693143	True	3	Helmet_top|Helmet_back|Helmet_ears	0
HELM/6B47COVERED/SKOL/HELM_6B47_COVERED_SKOL.jsonc	6B47 Ratnik-BSh helmet (Izlom cover)	5aa7cfc0e5b5b00015693143	6B47 Ratnik-BSh helmet (EMR cover)	1	657bc6ceaab96fccee08beb2	4	5aa7cfc0e5b5b00015693143	True	3	Helmet_top|Helmet_back|Helmet_ears	0
HELM/6B47COVERED/VZ95/HELM_6B47_COVERED_VZ95.jsonc	6B47 Ratnik-BSh helmet (Czech Vz.95 cover)	5aa7cfc0e5b5b00015693143	6B47 Ratnik-BSh helmet (EMR cover)	1	657bc6ceaab96fccee08beb2	4	5aa7cfc0e5b5b00015693143	True	3	Helmet_top|Helmet_back|Helmet_ears	0
HELM/AIRFRAME/RANGERGREEN/AIRFRAME_RANGERGREEN_HELM.jsonc	Crye Precision AirFrame helmet (Ranger Green)	5c17a7ed2e2216152142459c	Crye Precision AirFrame helmet (Tan)	1	657fa92de65c0122b70ffdb9	3	5c17a7ed2e2216152142459c	True	2	Helmet_top|Helmet_back	0
HELM/FASTMT/USEC/FASTMT_USEC_MESH.jsonc	Ops-Core FAST MT Super High Cut helmet (USEC UCP)	5ac8d6885acfc400180ae7b0	Ops-Core FAST MT Super High Cut helmet (Urban Tan)	1	657fa7f1e9433140ad0baf9d	3	5ac8d6885acfc400180ae7b0	True	2	Helmet_top|Helmet_back	0
RIGS/A18/CADPAT/RIG_A18_CADPAT.jsonc	Ars Arma A18 Skanda plate carrier (CADPAT TW)	5d5d87f786f77427997cfaef	Ars Arma A18 Skanda plate carrier (MultiCam)	1	6571960bacb85662e7024c23	7	5d5d87f786f77427997cfaef	True	4	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right	0
RIGS/A18/MM14/RIG_A18_MM14.jsonc	Ars Arma A18 Skanda plate carrier (Ukrainian MM-14)	5d5d87f786f77427997cfaef	Ars Arma A18 Skanda plate carrier (MultiCam)	1	6571960bacb85662e7024c23	7	5d5d87f786f77427997cfaef	True	4	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right	0
RIGS/ANAM1/ERDL/RIG_M1_ERDL.jsonc	ANA Tactical M1 plate carrier (ERDL Model E)	5c0e722886f7740458316a57	ANA Tactical M1 plate carrier (Olive Drab)	1	6576616086f11bca4106d35f	7	5c0e722886f7740458316a57	True	4	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right	0
RIGS/ANAM1/MM14/RIG_M1_MM14.jsonc	ANA Tactical M1 plate carrier (Ukrainian MM-14)	5c0e722886f7740458316a57	ANA Tactical M1 plate carrier (Olive Drab)	1	6576616086f11bca4106d35f	7	5c0e722886f7740458316a57	True	4	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right	0
RIGS/AVSTAGILLA/EMR/RIG_AVSMBAV_EMR.jsonc	Crye Precision AVS MBAV plate carrier (EMR)	609e860ebd219504d8507525	Crye Precision AVS plate carrier (Tagilla Edition)	1	657667b5234b9f6e050a42e4	5	609e860ebd219504d8507525	True	2	Soft_armor_front|Soft_armor_back	4
RIGS/AVSTAGILLA/ERDL/RIG_AVSMBAV_ERDL.jsonc	Crye Precision AVS MBAV plate carrier (ERDL Model E)	609e860ebd219504d8507525	Crye Precision AVS plate carrier (Tagilla Edition)	1	657667b5234b9f6e050a42e4	5	609e860ebd219504d8507525	True	2	Soft_armor_front|Soft_armor_back	4
RIGS/AVSTAGILLA/RUSPLINTER/RIG_AVSMBAV_RUSPLINTER.jsonc	Crye Precision AVS MBAV plate carrier (BF4 "Russian Splinter")	609e860ebd219504d8507525	Crye Precision AVS plate carrier (Tagilla Edition)	1	657667b5234b9f6e050a42e4	5	609e860ebd219504d8507525	True	2	Soft_armor_front|Soft_armor_back	4
RIGS/AVS/CADPAT/AVS_CADPAT_ARMOR.jsonc	Crye Precision AVS plate carrier (CADPAT TW)	544a5caa4bdc2d1a388b4568	Crye Precision AVS plate carrier (Ranger Green)	1	65719d367a553968340d88b8	6	544a5caa4bdc2d1a388b4568	True	3	Soft_armor_front|Soft_armor_back|Groin	0
RIGS/AVS/FLECKTARN/AVS_FLECKTARN_ARMOR.jsonc	Crye Precision AVS plate carrier (Flecktarn)	544a5caa4bdc2d1a388b4568	Crye Precision AVS plate carrier (Ranger Green)	1	65719d367a553968340d88b8	6	544a5caa4bdc2d1a388b4568	True	3	Soft_armor_front|Soft_armor_back|Groin	0
RIGS/AVS/MM14/AVS_MM14_ARMOR.jsonc	Crye Precision AVS plate carrier (Ukrainian MM-14)	544a5caa4bdc2d1a388b4568	Crye Precision AVS plate carrier (Ranger Green)	1	65719d367a553968340d88b8	6	544a5caa4bdc2d1a388b4568	True	3	Soft_armor_front|Soft_armor_back|Groin	0
RIGS/AVS/USEC/AVS_USEC_ARMOR.jsonc	Crye Precision AVS plate carrier (USEC UCP)	544a5caa4bdc2d1a388b4568	Crye Precision AVS plate carrier (Ranger Green)	1	65719d367a553968340d88b8	6	544a5caa4bdc2d1a388b4568	True	3	Soft_armor_front|Soft_armor_back|Groin	0
RIGS/BANSHEE/AOR2/RIG_BANSHEE_AOR2.jsonc	Shellback Tactical Banshee plate carrier (AOR2)	639343fce101f4caa40a4ef3	Shellback Tactical Banshee plate carrier (A-TACS AU)	1	657661ad234b9f6e050a42a2	7	639343fce101f4caa40a4ef3	True	4	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right	0
RIGS/BANSHEE/CADPAT/RIG_BANSHEE_CADPAT.jsonc	Shellback Tactical Banshee plate carrier (CADPAT TW)	639343fce101f4caa40a4ef3	Shellback Tactical Banshee plate carrier (A-TACS AU)	1	657661ad234b9f6e050a42a2	7	639343fce101f4caa40a4ef3	True	4	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right	0
RIGS/BANSHEE/COYOTE/RIG_BANSHEE_COYOTE.jsonc	Shellback Tactical Banshee plate carrier (Coyote)	639343fce101f4caa40a4ef3	Shellback Tactical Banshee plate carrier (A-TACS AU)	1	657661ad234b9f6e050a42a2	7	639343fce101f4caa40a4ef3	True	4	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right	0
RIGS/CPC/USEC/CPC_USEC_ARMOR.jsonc	Ars Arma CPC MOD.2 plate carrier (USEC UCP)	5e4ac41886f77406a511c9a8	Ars Arma CPC MOD.1 plate carrier (A-TACS FG)	1	6576667d526e320fbe035806	9	5e4ac41886f77406a511c9a8	True	4	soft_armor_front|soft_armor_back|soft_armor_left|soft_armor_right	0
RIGS/MMAC/AOR2/RIG_MMAC_AOR2.jsonc	Eagle Industries MMAC plate carrier (AOR2)	61bc85697113f767765c7fe7	Eagle Industries MMAC plate carrier (Ranger Green)	1	657660eb86f11bca4106d34f	7	61bc85697113f767765c7fe7	True	4	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right	0
RIGS/OSPREYMK4A/BLACK/RIG_OSPREYPROTECTION_BLACK.jsonc	CQC Osprey MK4A plate carrier (Protection, Black)	60a3c68c37ea821725773ef5	CQC Osprey MK4A plate carrier (Protection, MTP)	1	657664ae303700411c02428c	12	60a3c68c37ea821725773ef5	True	7	Soft_armor_front|Soft_armor_back|Soft_armor_left|soft_armor_right|Collar|Shoulder_l|Shoulder_r	0
RIGS/TACTEC/CADPAT/RIG_TACTEC_CADPAT.jsonc	5.11 Tactical TacTec plate carrier (CADPAT TW)	5b44cad286f77402a54ae7e5	5.11 Tactical TacTec plate carrier (Ranger Green)	1	65766527303700411c0242a6	5	5b44cad286f77402a54ae7e5	True	2	Soft_armor_front|Soft_armor_back	0
RIGS/TACTEC/GREENZONE/RIG_TACTEC_GREENZONE.jsonc	5.11 Tactical TacTec plate carrier (PenCott GreenZone)	5b44cad286f77402a54ae7e5	5.11 Tactical TacTec plate carrier (Ranger Green)	1	65766527303700411c0242a6	5	5b44cad286f77402a54ae7e5	True	2	Soft_armor_front|Soft_armor_back	0
RIGS/TACTEC/MM14/RIG_TACTEC_MM14.jsonc	5.11 Tactical TacTec plate carrier (Ukrainian MM-14)	5b44cad286f77402a54ae7e5	5.11 Tactical TacTec plate carrier (Ranger Green)	1	65766527303700411c0242a6	5	5b44cad286f77402a54ae7e5	True	2	Soft_armor_front|Soft_armor_back	0
RIGS/TACTEC/USEC/RIG_TACTEC_USEC.jsonc	5.11 Tactical TacTec plate carrier (USEC UCP)	5b44cad286f77402a54ae7e5	5.11 Tactical TacTec plate carrier (Ranger Green)	1	65766527303700411c0242a6	5	5b44cad286f77402a54ae7e5	True	2	Soft_armor_front|Soft_armor_back	0
RIGS/TV110/CADPAT/RIG_TV110_CADPAT.jsonc	WARTECH TV-110 plate carrier (CADPAT TW)	5c0e746986f7741453628fe5	WARTECH TV-110 plate carrier (Coyote)	1	657b351d306ad0bf99008208	5	5c0e746986f7741453628fe5	True	2	Soft_armor_front|Soft_armor_back	0
RIGS/TV110/MM14/RIG_TV110_MM14.jsonc	WARTECH TV-110 plate carrier (Ukrainian MM-14)	5c0e746986f7741453628fe5	WARTECH TV-110 plate carrier (Coyote)	1	657b351d306ad0bf99008208	5	5c0e746986f7741453628fe5	True	2	Soft_armor_front|Soft_armor_back	0
